ID,Filename,Category,Subcategory,Type,Resolution,Prompt,Tool,Status,Notes
ENV-STUD-0069,Environment_MainStudio_Angle09_Day_Bright.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K (7680x4320),"Luxury podcast studio interior, floating glass pod above futuristic Lagos, day bright, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 9
ENV-STUD-0070,Environment_MainStudio_Angle10_360_Panoramic.jpg,02_ENVIRONMENTS_VR,01_Main_Studio_TheLoungeofLagos,Image/360,8K Equirectangular,"Luxury podcast studio interior, floating glass pod above futuristic Lagos, 360 panoramic, neon skyline visible through floor-to-ceiling windows, sleek white furniture, floating holographic displays, bioluminescent plants, afro-futurist aesthetics meets minimalism, volumetric lighting, unreal engine 5, architectural photography, hyper-realistic --ar 16:9 --style raw",Midjourney v6 / Skybox AI,Pending Generation,Primary studio environment - angle variation 10
ENV-VOID-0071,Environment_TheVoid_Setup01.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 1, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 1
ENV-VOID-0072,Environment_TheVoid_Setup02.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 2, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 2
ENV-VOID-0073,Environment_TheVoid_Setup03.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 3, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 3
ENV-VOID-0074,Environment_TheVoid_Setup04.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 4, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 4
ENV-VOID-0075,Environment_TheVoid_Setup05.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 5, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 5
ENV-VOID-0076,Environment_TheVoid_Setup06.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 6, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 6
ENV-VOID-0077,Environment_TheVoid_Setup07.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 7, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 7
ENV-VOID-0078,Environment_TheVoid_Setup08.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 8, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 8
ENV-VOID-0079,Environment_TheVoid_Setup09.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 9, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 9
ENV-VOID-0080,Environment_TheVoid_Setup10.jpg,02_ENVIRONMENTS_VR,02_Tech_Review_TheVoid,Image,6K (6144x3456),"Minimalist tech review space, completely black void environment with single spotlight, floating holographic product display pedestal, subtle grid floor, cyberpunk aesthetic, moody dramatic lighting setup 10, high contrast, cinematic, unreal engine --ar 16:9",Midjourney v6,Pending Generation,Tech review backdrop variation 10
ENV-LOC-0081,Environment_Location_Cyber_Lagos_Street.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Cyber Lagos Street, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0082,Environment_Location_Virtual_Beach_Sunset.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Virtual Beach Sunset, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0083,Environment_Location_Afro_Tech_Conference.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Afro Tech Conference, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0084,Environment_Location_Rooftop_Bar_Night.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Rooftop Bar Night, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0085,Environment_Location_Art_Gallery_Modern.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Art Gallery Modern, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0086,Environment_Location_University_Lecture_Hall.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"University Lecture Hall, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0087,Environment_Location_Outdoor_Garden_Day.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Outdoor Garden Day, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0088,Environment_Location_Airport_Lounge_Futuristic.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Airport Lounge Futuristic, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0089,Environment_Location_Home_Office_Cozy.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Home Office Cozy, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0090,Environment_Location_Restaurant_Upscale.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Restaurant Upscale, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0091,Environment_Location_Music_Studio_Recording.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Music Studio Recording, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0092,Environment_Location_Library_Ancient_Modern_Mix.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Library Ancient Modern Mix, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0093,Environment_Location_Shopping_Mall_Holographic.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Shopping Mall Holographic, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0094,Environment_Location_Gym_High_Tech.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Gym High Tech, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-LOC-0095,Environment_Location_Park_VR_Nature.jpg,02_ENVIRONMENTS_VR,06_OnLocation_Simulations,Image,8K (7680x4320),"Park VR Nature, hyper-realistic environment, suitable for virtual host content creation, cinematic lighting, photorealistic, Unreal Engine 5 quality, suitable background for Sisi Lola integration --ar 16:9 --style raw",Midjourney v6,Pending Generation,Location diversity for varied content
ENV-360-0096,VR_360_Backdrop_Futuristic_City_Night.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Futuristic City Night, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0097,VR_360_Backdrop_Tropical_Beach_Sunset.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Tropical Beach Sunset, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0098,VR_360_Backdrop_Space_Station_Interior.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Space Station Interior, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0099,VR_360_Backdrop_Ancient_African_Kingdom_Reimagined.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Ancient African Kingdom Reimagined, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0100,VR_360_Backdrop_Underwater_Coral_City.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Underwater Coral City, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0101,VR_360_Backdrop_Desert_Oasis_Modern.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Desert Oasis Modern, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0102,VR_360_Backdrop_Mountain_Observatory.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Mountain Observatory, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0103,VR_360_Backdrop_Virtual_Concert_Hall.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Virtual Concert Hall, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0104,VR_360_Backdrop_Rainforest_Canopy.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Rainforest Canopy, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0105,VR_360_Backdrop_Ice_Palace_Arctic.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Ice Palace Arctic, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0106,VR_360_Backdrop_Savanna_Golden_Hour.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Savanna Golden Hour, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0107,VR_360_Backdrop_Metropolis_Rain.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Metropolis Rain, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0108,VR_360_Backdrop_Abstract_Geometric_Void.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Abstract Geometric Void, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0109,VR_360_Backdrop_Bioluminescent_Cave.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Bioluminescent Cave, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0110,VR_360_Backdrop_Floating_Islands.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Floating Islands, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0111,VR_360_Backdrop_Neon_Market_Street.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Neon Market Street, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0112,VR_360_Backdrop_Palace_Throne_Room.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Palace Throne Room, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0113,VR_360_Backdrop_Tech_Factory_Clean.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Tech Factory Clean, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0114,VR_360_Backdrop_Zen_Garden_Minimal.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Zen Garden Minimal, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0115,VR_360_Backdrop_Cosmic_Nebula_Space.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Cosmic Nebula Space, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0116,VR_360_Backdrop_Urban_Warehouse_Industrial.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Urban Warehouse Industrial, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0117,VR_360_Backdrop_Luxury_Yacht_Deck.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Luxury Yacht Deck, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0118,VR_360_Backdrop_Mountain_Temple.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Mountain Temple, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0119,VR_360_Backdrop_Crystal_Cave_Glowing.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Crystal Cave Glowing, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
ENV-360-0120,VR_360_Backdrop_Cyber_Club_Neon.jpg,02_ENVIRONMENTS_VR,07_360_Backdrops,360 Panorama,8K Equirectangular (8192x4096),"360 degree equirectangular panorama, Cyber Club Neon, immersive VR environment, no people, seamless loop, 8k HDR, suitable for virtual production --ar 2:1",Skybox AI / Blockade Labs,Pending Generation,VR background for immersive content
MED-COM-0121,Commercial_Coffee_Brand_Morning_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Coffee Brand Morning, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0122,Commercial_Tech_Gadget_Review_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Tech Gadget Review, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0123,Commercial_Fashion_Collection_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Fashion Collection, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0124,Commercial_Luxury_Watch_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Luxury Watch, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0125,Commercial_Smartphone_Launch_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Smartphone Launch, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0126,Commercial_Headphones_Audio_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Headphones Audio, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0127,Commercial_Skincare_Beauty_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Skincare Beauty, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0128,Commercial_Fitness_App_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Fitness App, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0129,Commercial_Education_Platform_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Education Platform, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0130,Commercial_Travel_Destination_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Travel Destination, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0131,Commercial_Car_Luxury_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Car Luxury, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0132,Commercial_Perfume_Fragrance_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Perfume Fragrance, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0133,Commercial_Banking_Fintech_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Banking Fintech, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0134,Commercial_Streaming_Service_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Streaming Service, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-COM-0135,Commercial_Gaming_Console_30sec.mp4,03_MEDIA_ASSETS,01_Commercial_Spots,Video,4K (3840x2160) 60fps,"Cinematic commercial video, Sisi Lola presenting Gaming Console, professional product placement, dynamic camera movements, tracking shots, shallow depth of field, color graded, smooth motion, 30 seconds duration, luxury advertising aesthetic",Runway Gen-3 / Kling AI,Pending Generation,30-second commercial spot for monetization
MED-INTRO-0136,Podcast_Intro_Style01_15sec.mp4,03_MEDIA_ASSETS,02_Podcast_Intros,Video,4K (3840x2160) 60fps,"Podcast intro sequence version 1, Sisi Lola walking into frame with confidence, dynamic title reveal 'SISI LOLA', holographic effects, energetic editing, 15 seconds, broadcast quality, modern motion graphics",Runway Gen-3 + After Effects,Pending Generation,Episode intro variation 1
MED-INTRO-0137,Podcast_Intro_Style02_15sec.mp4,03_MEDIA_ASSETS,02_Podcast_Intros,Video,4K (3840x2160) 60fps,"Podcast intro sequence version 2, Sisi Lola walking into frame with confidence, dynamic title reveal 'SISI LOLA', holographic effects, energetic editing, 15 seconds, broadcast quality, modern motion graphics",Runway Gen-3 + After Effects,Pending Generation,Episode intro variation 2
MED-INTRO-0138,Podcast_Intro_Style03_15sec.mp4,03_MEDIA_ASSETS,02_Podcast_Intros,Video,4K (3840x2160) 60fps,"Podcast intro sequence version 3, Sisi Lola walking into frame with confidence, dynamic title reveal 'SISI LOLA', holographic effects, energetic editing, 15 seconds, broadcast quality, modern motion graphics",Runway Gen-3 + After Effects,Pending Generation,Episode intro variation 3
MED-INTRO-0139,Podcast_Intro_Style04_15sec.mp4,03_MEDIA_ASSETS,02_Podcast_Intros,Video,4K (3840x2160) 60fps,"Podcast intro sequence version 4, Sisi Lola walking into frame with confidence, dynamic title reveal 'SISI LOLA', holographic effects, energetic editing, 15 seconds, broadcast quality, modern motion graphics",Runway Gen-3 + After Effects,Pending Generation,Episode intro variation 4
MED-INTRO-0140,Podcast_Intro_Style05_15sec.mp4,03_MEDIA_ASSETS,02_Podcast_Intros,Video,4K (3840x2160) 60fps,"Podcast intro sequence version 5, Sisi Lola walking into frame with confidence, dynamic title reveal 'SISI LOLA', holographic effects, energetic editing, 15 seconds, broadcast quality, modern motion graphics",Runway Gen-3 + After Effects,Pending Generation,Episode intro variation 5
MED-INTRO-0141,Podcast_Intro_Style06_15sec.mp4,03_MEDIA_ASSETS,02_Podcast_Intros,Video,4K (3840x2160) 60fps,"Podcast intro sequence version 6, Sisi Lola walking into frame with confidence, dynamic title reveal 'SISI LOLA', holographic effects, energetic editing, 15 seconds, broadcast quality, modern motion graphics",Runway Gen-3 + After Effects,Pending Generation,Episode intro variation 6
